ID	choice	tt1	tt2	tc1	tc2	sex	age	nrcars
1070	1	20	15	4.36	5.85	1	41	3
1070	2	25	20	5.85	6.05	1	41	3
1079	1	25	20	2.47	2.93	2	69	2
1079	2	20	25	2.47	1.89	2	69	2
1079	1	25	30	2.54	2.47	2	69	2
1079	2	30	25	2.34	2.47	2	69	2
1079	1	35	25	2.47	3.97	2	69	2
1079	1	25	15	1.5	2.47	2	69	2
1079	2	25	35	2.47	0.13	2	69	2
1079	2	15	25	2.8	2.47	2	69	2
1088	1	30	20	2.86	3.84	2	29	2
1088	2	27	30	3.25	2.86	2	29	2
1088	2	33	30	2.86	2.93	2	29	2
1088	1	20	30	2.86	2.34	2	29	2
1088	1	30	33	2.86	2.8	2	29	2
1088	1	40	30	1.11	2.86	2	29	2
1088	2	30	40	5.66	2.86	2	29	2
1088	2	30	27	2.67	2.86	2	29	2
1094	1	15	20	2.08	1.82	1	48	2
1094	1	12	15	2.08	2.02	1	48	2
1094	2	15	18	2.41	2.08	1	48	2
1094	2	18	15	1.82	2.08	1	48	2
1094	2	10	15	3.51	2.08	1	48	2
1094	2	20	15	2.08	2.54	1	48	2
1094	2	15	12	2.08	2.21	1	48	2
1094	1	15	10	1.3	2.08	1	48	2
1103	2	17	12	0.91	1.17	1	36	2
1103	2	7	12	1.56	0.91	1	36	2
1103	1	15	12	0.52	0.91	1	36	2
1103	1	12	17	0.91	0.46	1	36	2
1103	1	12	15	1.11	0.91	1	36	2
1103	1	12	7	0.13	0.91	1	36	2
1103	1	9	12	0.91	0.85	1	36	2
1122	1	25	30	3.51	3.45	1	39	3
1122	1	25	15	3.51	4.36	1	39	3
1122	1	25	20	3.12	3.51	1	39	3
1122	2	30	25	3.51	3.64	1	39	3
1122	2	25	35	6.31	3.51	1	39	3
1122	2	15	25	3.51	3.19	1	39	3
1122	2	20	25	4.1	3.51	1	39	3
1122	1	35	25	1.76	3.51	1	39	3
1132	1	30	35	5.85	5.46	1	23	4
1132	1	25	30	6.63	5.85	1	23	4
1132	2	33	30	5.46	5.85	1	23	4
1132	1	30	33	6.05	5.85	1	23	4
1132	2	35	30	5.85	5.98	1	23	4
1132	1	30	25	4.36	5.85	1	23	4
1132	1	27	30	5.85	5.79	1	23	4
1138	2	20	15	1.3	1.76	2	27	3
1138	1	17	20	1.82	1.3	2	27	3
1138	1	15	20	1.3	1.04	2	27	3
1138	2	20	25	2.47	1.3	2	27	3
1138	2	23	20	1.3	1.43	2	27	3
1138	2	25	20	0.33	1.3	2	27	3
1138	2	20	17	1.04	1.3	2	27	3
1140	1	30	20	2.08	2.86	1	66	2
1140	1	30	27	1.89	2.08	1	66	2
1140	1	30	33	2.08	2.02	1	66	2
1140	2	27	30	2.47	2.08	1	66	2
1140	2	20	30	2.08	1.63	1	66	2
1140	1	40	30	0.33	2.08	1	66	2
1140	1	33	30	2.08	2.21	1	66	2
1140	2	30	40	5.33	2.08	1	66	2
1141	1	13	18	1.56	1.3	2	45	3
1141	2	18	13	1.56	2.02	2	45	3
1141	2	13	10	1.56	1.69	2	45	3
1141	2	13	8	0.59	1.56	2	45	3
1141	2	8	13	3.19	1.56	2	45	3
1141	1	13	16	1.89	1.56	2	45	3
1141	2	16	13	1.3	1.56	2	45	3
1141	1	10	13	1.56	1.5	2	45	3
1161	1	30	27	0.65	0.91	1	71	2
1161	2	27	30	0.65	0.33	1	71	2
1161	1	30	33	0.72	0.65	1	71	2
1161	1	30	25	0.13	0.65	1	71	2
1161	2	30	35	0.65	0.13	1	71	2
1161	1	33	30	0.59	0.65	1	71	2
1161	2	25	30	0.78	0.65	1	71	2
1161	1	35	30	0.65	1.5	1	71	2
1200	1	40	30	2.6	3.38	2	62	2
1200	2	50	40	2.41	2.6	2	62	2
1200	2	30	40	2.6	1.11	2	62	2
1200	1	55	40	2.6	5.53	2	62	2
1200	2	40	55	2.6	0.13	2	62	2
1200	1	40	25	1.17	2.6	2	62	2
1200	2	25	40	3.25	2.6	2	62	2
1200	1	40	50	2.8	2.6	2	62	2
1237	1	14	17	0.91	0.85	1	54	2
1237	1	14	11	0.52	0.91	1	54	2
1237	1	14	9	0.91	1.11	1	54	2
1237	1	19	14	0.13	0.91	1	54	2
1237	2	11	14	1.17	0.91	1	54	2
1237	2	9	14	0.91	0.46	1	54	2
1237	2	14	19	1.76	0.91	1	54	2
1237	1	17	14	0.91	0.98	1	54	2
1277	1	16	11	1.56	2.67	2	65	2
1277	1	19	16	1.56	1.95	2	65	2
1277	2	16	13	1.5	1.56	2	65	2
1277	2	16	21	2.08	1.56	2	65	2
1277	2	16	19	1.56	1.3	2	65	2
1277	1	21	16	1.43	1.56	2	65	2
1277	2	11	16	1.56	0.72	2	65	2
1277	2	13	16	1.63	1.56	2	65	2
1281	2	20	25	3.12	2.15	1	53	2
1281	2	17	20	3.12	2.93	1	53	2
1281	2	15	20	3.51	3.12	1	53	2
1281	1	25	20	3.12	4.29	1	53	2
1281	1	20	23	3.19	3.12	1	53	2
1281	2	20	15	2.86	3.12	1	53	2
1281	1	20	17	3.12	3.45	1	53	2
1306	1	22	32	1.43	0.46	1	37	2
1306	1	22	27	1.82	1.43	1	37	2
1306	2	32	22	1.43	1.95	1	37	2
1306	2	12	22	3.19	1.43	1	37	2
1306	2	22	17	1.43	1.5	1	37	2
1306	1	17	22	1.43	1.24	1	37	2
1306	1	22	12	0.13	1.43	1	37	2
1306	2	27	22	0.78	1.43	1	37	2
1322	1	45	30	2.6	5.2	2	27	1
1322	1	50	45	2.6	2.93	2	27	1
1322	2	45	40	2.47	2.6	2	27	1
1322	2	45	50	2.6	2.08	2	27	1
1322	1	40	45	2.67	2.6	2	27	1
1322	2	45	60	3.25	2.6	2	27	1
1322	1	60	45	1.17	2.6	2	27	1
1322	2	30	45	2.6	0.13	2	27	1
1378	2	15	20	0.78	0.13	2	65	2
1378	1	20	15	0.78	1.63	2	65	2
1378	2	10	15	1.04	0.78	2	65	2
1378	1	15	18	0.85	0.78	2	65	2
1378	1	18	15	0.72	0.78	2	65	2
1378	1	15	10	0.26	0.78	2	65	2
1378	2	12	15	0.78	0.46	2	65	2
1378	1	15	12	0.78	1.04	2	65	2
1417	1	20	15	3.9	5.4	1	43	3
1417	1	20	25	4.42	3.9	1	43	3
1417	2	20	17	3.84	3.9	1	43	3
1417	1	20	23	3.9	3.71	1	43	3
1417	1	17	20	4.03	3.9	1	43	3
1417	2	23	20	3.9	4.29	1	43	3
1417	2	25	20	3.64	3.9	1	43	3
1417	1	15	20	3.9	2.93	1	43	3
1448	2	20	25	1.3	0.78	2	40	2
1448	1	23	20	0.98	1.3	2	40	2
1448	1	17	20	1.3	1.24	2	40	2
1448	2	20	23	1.56	1.3	2	40	2
1448	1	25	20	1.3	1.43	2	40	2
1448	1	20	15	0.13	1.3	2	40	2
1448	2	15	20	1.89	1.3	2	40	2
1455	2	20	15	1.82	2.02	1	29	3
1455	2	20	25	2.41	1.82	1	29	3
1455	1	20	23	1.82	1.76	1	29	3
1455	2	15	20	1.82	1.43	1	29	3
1455	1	20	17	1.5	1.82	1	29	3
1455	1	25	20	0.2	1.82	1	29	3
1455	2	17	20	2.02	1.82	1	29	3
1456	1	20	25	1.82	1.63	2	37	2
1456	1	25	20	1.82	2.28	2	37	2
1456	1	20	15	1.17	1.82	2	37	2
1456	2	20	23	2.21	1.82	2	37	2
1456	1	20	17	1.82	1.95	2	37	2
1456	1	23	20	1.56	1.82	2	37	2
1456	2	15	20	3.12	1.82	2	37	2
1457	1	40	50	15.6	15.41	1	36	2
1457	2	40	30	14.3	15.6	1	36	2
1457	1	30	40	16.45	15.6	1	36	2
1457	2	40	25	15.6	16.25	1	36	2
1457	1	25	40	15.6	14.17	1	36	2
1457	1	55	40	9.1	15.6	1	36	2
1457	1	40	55	18.2	15.6	1	36	2
1457	2	50	40	15.6	15.67	1	36	2
1519	2	60	50	6.76	7.09	1	66	2
1519	1	80	60	6.76	8.71	1	66	2
1519	2	60	70	7.87	6.76	1	66	2
1519	2	40	60	15.41	6.76	1	66	2
1519	1	50	60	6.76	6.63	1	66	2
1519	2	60	80	6.76	5.66	1	66	2
1519	1	60	40	4.36	6.76	1	66	2
1519	1	70	60	6.11	6.76	1	66	2
1520	1	15	18	2.47	2.34	2	50	3
1520	1	12	15	2.67	2.47	2	50	3
1520	1	10	15	2.47	2.08	2	50	3
1520	2	18	15	2.47	2.54	2	50	3
1520	1	15	20	3.45	2.47	2	50	3
1520	2	15	10	2.47	2.67	2	50	3
1520	2	15	12	2.08	2.47	2	50	3
1520	1	20	15	1.37	2.47	2	50	3
1521	2	12	17	0.52	0.13	2	73	2
1521	2	17	12	0.52	0.65	2	73	2
1521	1	9	12	0.52	0.46	2	73	2
1521	2	12	15	0.78	0.52	2	73	2
1521	2	7	12	1.5	0.52	2	73	2
1521	1	12	7	0.13	0.52	2	73	2
1521	1	15	12	0.2	0.52	2	73	2
1533	2	35	50	4.16	3.38	2	38	2
1533	1	35	20	1.24	4.16	2	38	2
1533	2	35	38	4.62	4.16	2	38	2
1533	2	35	32	4.16	4.23	2	38	2
1533	2	20	35	9.04	4.16	2	38	2
1533	2	32	35	4.16	4.1	2	38	2
1533	1	50	35	4.16	5.46	2	38	2
1533	1	38	35	3.97	4.16	2	38	2
1537	2	9	12	0.52	0.33	2	34	2
1537	1	14	9	0.26	0.52	2	34	2
1537	1	12	9	0.52	0.91	2	34	2
1537	1	9	4	0.52	1.82	2	34	2
1537	2	4	9	0.52	0.13	2	34	2
1537	2	9	14	0.98	0.52	2	34	2
1537	1	6	9	0.59	0.52	2	34	2
1537	2	9	6	0.46	0.52	2	34	2
1539	2	13	18	3.9	3.64	2	47	2
1539	2	8	13	5.4	3.9	2	47	2
1539	1	18	13	3.9	4.29	2	47	2
1539	1	13	10	3.9	4.03	2	47	2
1539	1	16	13	3.71	3.9	2	47	2
1539	2	13	16	4.42	3.9	2	47	2
1539	1	13	8	2.93	3.9	2	47	2
1539	1	10	13	3.9	3.84	2	47	2
1548	2	20	17	1.82	1.89	1	38	2
1548	1	20	15	0.39	1.82	1	38	2
1548	2	15	20	2.6	1.82	1	38	2
1548	2	20	25	1.82	1.43	1	38	2
1548	2	20	23	2.02	1.82	1	38	2
1548	1	25	20	1.82	2.02	1	38	2
1548	2	17	20	1.82	1.76	1	38	2
1548	1	23	20	1.43	1.82	1	38	2
1549	1	7	2	0.39	2.54	2	66	2
1549	1	10	7	0.39	0.85	2	66	2
1549	1	12	7	0.2	0.39	2	66	2
1549	1	4	7	0.46	0.39	2	66	2
1549	1	7	4	0.33	0.39	2	66	2
1549	2	2	7	0.39	0.13	2	66	2
1549	2	7	12	0.91	0.39	2	66	2
1549	2	7	10	0.39	0.13	2	66	2
1589	1	55	35	4.42	10.47	1	75	3
1589	2	55	65	4.42	3.64	1	75	3
1589	1	65	55	4.42	5.59	1	75	3
1589	1	45	55	4.62	4.42	1	75	3
1589	2	55	75	6.18	4.42	1	75	3
1589	2	55	45	4.29	4.42	1	75	3
1589	2	35	55	4.42	0.98	1	75	3
1589	1	75	55	3.77	4.42	1	75	3
1616	2	25	28	2.34	2.21	2	56	2
1616	1	25	15	2.34	2.86	2	56	2
1616	2	15	25	2.34	1.37	2	56	2
1616	2	28	25	2.34	2.41	2	56	2
1616	2	22	25	2.54	2.34	2	56	2
1616	1	35	25	0.2	2.34	2	56	2
1616	1	25	22	1.95	2.34	2	56	2
1616	2	25	35	3.84	2.34	2	56	2
1617	1	15	10	1.04	2.47	1	61	3
1617	1	12	15	1.17	1.04	1	61	3
1617	2	15	12	0.98	1.04	1	61	3
1617	2	18	15	1.04	1.37	1	61	3
1617	1	15	18	1.04	0.78	1	61	3
1617	1	15	20	1.56	1.04	1	61	3
1617	2	20	15	0.78	1.04	1	61	3
1617	2	10	15	1.04	0.46	1	61	3
1628	2	25	35	2.34	0.85	1	52	2
1628	1	25	28	2.41	2.34	1	52	2
1628	1	22	25	2.34	2.08	1	52	2
1628	1	25	22	2.34	2.73	1	52	2
1628	1	15	25	3.32	2.34	1	52	2
1628	2	25	15	2.02	2.34	1	52	2
1628	1	35	25	2.34	5.4	1	52	2
1640	1	20	15	2.08	3.25	2	63	2
1640	1	17	20	2.15	2.08	2	63	2
1640	1	23	20	2.08	2.47	2	63	2
1640	2	20	25	2.54	2.08	2	63	2
1640	2	20	23	2.08	1.82	2	63	2
1640	1	25	20	1.95	2.08	2	63	2
1640	2	15	20	2.08	1.11	2	63	2
1642	2	12	15	1.3	1.04	1	60	2
1642	2	7	12	1.3	0.46	1	60	2
1642	2	12	17	1.82	1.3	1	60	2
1642	1	17	12	1.04	1.3	1	60	2
1642	1	15	12	1.3	1.69	1	60	2
1642	1	12	7	1.3	3.19	1	60	2
1642	1	9	12	1.37	1.3	1	60	2
1648	2	11	16	1.17	0.13	2	65	2
1648	1	11	14	1.24	1.17	2	65	2
1648	1	16	11	1.17	2.15	2	65	2
1648	2	8	11	1.17	0.78	2	65	2
1648	1	11	6	0.65	1.17	2	65	2
1648	1	14	11	1.11	1.17	2	65	2
1648	1	11	8	1.17	1.43	2	65	2
1648	2	6	11	1.37	1.17	2	65	2
1650	1	15	18	1.43	1.37	1	56	3
1650	1	15	12	0.98	1.43	1	56	3
1650	2	10	15	1.43	0.91	1	56	3
1650	2	12	15	1.69	1.43	1	56	3
1650	1	20	15	0.13	1.43	1	56	3
1650	1	18	15	1.43	1.5	1	56	3
1650	1	15	10	1.43	1.69	1	56	3
1650	2	15	20	2.41	1.43	1	56	3
1677	1	20	17	1.17	1.37	1	36	2
1677	2	15	20	1.43	1.17	1	36	2
1677	1	20	15	0.78	1.17	1	36	2
1677	2	20	25	1.17	0.13	1	36	2
1677	1	23	20	1.04	1.17	1	36	2
1677	2	17	20	1.17	0.78	1	36	2
1677	1	20	23	1.24	1.17	1	36	2
1677	1	25	20	1.17	2.15	1	36	2
1705	1	30	33	1.82	1.76	1	81	2
1705	2	27	30	2.02	1.82	1	81	2
1705	2	25	30	1.82	1.3	1	81	2
1705	1	35	30	0.52	1.82	1	81	2
1705	1	30	27	1.43	1.82	1	81	2
1705	1	33	30	1.82	1.89	1	81	2
1705	2	30	35	2.8	1.82	1	81	2
1705	1	30	25	1.82	1.95	1	81	2
1723	1	15	12	1.43	1.63	2	64	2
1723	1	15	18	1.5	1.43	2	64	2
1723	1	18	15	1.37	1.43	2	64	2
1723	1	20	15	1.43	2.28	2	64	2
1723	2	15	20	1.43	0.13	2	64	2
1723	2	10	15	1.56	1.43	2	64	2
1723	1	15	10	0.91	1.43	2	64	2
1723	2	12	15	1.43	1.04	2	64	2
1741	1	9	12	1.04	0.98	1	72	2
1741	2	9	14	2.34	1.04	1	72	2
1741	1	9	4	1.04	1.56	1	72	2
1741	1	14	9	0.2	1.04	1	72	2
1741	2	6	9	1.37	1.04	1	72	2
1741	1	12	9	1.04	1.17	1	72	2
1741	1	9	6	0.78	1.04	1	72	2
1741	2	4	9	1.04	0.78	1	72	2
1761	1	90	100	11.7	11.38	2	28	2
1761	1	90	95	12.35	11.7	2	28	2
1761	1	85	90	11.7	11.64	2	28	2
1761	2	100	90	11.7	12.68	2	28	2
1761	2	95	90	11.31	11.7	2	28	2
1761	1	90	80	9.75	11.7	2	28	2
1761	2	90	85	11.7	11.83	2	28	2
1761	2	80	90	14.11	11.7	2	28	2
1768	1	12	9	0.65	0.98	1	60	2
1768	2	15	12	0.59	0.65	1	60	2
1768	1	12	15	0.72	0.65	1	60	2
1768	2	9	12	0.65	0.39	1	60	2
1768	2	7	12	1.11	0.65	1	60	2
1768	2	12	17	0.65	0.13	1	60	2
1768	1	12	7	0.39	0.65	1	60	2
1768	1	17	12	0.65	1.82	1	60	2
1775	1	7	2	0.13	0.52	2	31	2
1775	2	2	7	1.37	0.52	2	31	2
1775	1	10	7	0.13	0.52	2	31	2
1775	1	4	7	0.52	0.46	2	31	2
1775	2	7	12	0.52	0.13	2	31	2
1775	2	7	10	0.72	0.52	2	31	2
1775	1	12	7	0.52	0.72	2	31	2
1779	1	25	35	2.08	1.56	2	37	3
1779	2	28	25	1.89	2.08	2	37	3
1779	2	25	15	0.13	2.08	2	37	3
1779	1	25	28	2.41	2.08	2	37	3
1779	2	35	25	2.08	2.93	2	37	3
1779	2	15	25	4.23	2.08	2	37	3
1779	2	25	22	2.08	2.21	2	37	3
1779	1	22	25	2.08	2.02	2	37	3
1782	2	14	9	0.52	0.78	2	40	2
1782	2	4	9	1.3	0.52	2	40	2
1782	1	9	12	0.78	0.52	2	40	2
1782	2	12	9	0.13	0.52	2	40	2
1782	1	9	14	0.52	0.13	2	40	2
1782	1	6	9	0.52	0.46	2	40	2
1782	2	9	4	0.13	0.52	2	40	2
1783	2	30	33	4.81	4.29	1	73	2
1783	1	35	30	4.36	4.81	1	73	2
1783	2	30	27	4.75	4.81	1	73	2
1783	1	33	30	4.81	5.07	1	73	2
1783	1	30	25	4.81	5.79	1	73	2
1783	2	25	30	4.81	3.32	1	73	2
1783	2	30	35	4.94	4.81	1	73	2
1783	2	27	30	4.88	4.81	1	73	2
1797	1	20	15	1.56	2.02	2	45	2
1797	1	25	20	0.59	1.56	2	45	2
1797	2	23	20	1.56	1.63	2	45	2
1797	1	15	20	1.56	1.3	2	45	2
1797	1	20	23	1.56	1.5	2	45	2
1797	2	17	20	1.89	1.56	2	45	2
1797	2	20	25	2.73	1.56	2	45	2
1797	1	20	17	1.3	1.56	2	45	2
1798	2	45	40	4.68	5.07	1	32	2
1798	1	40	45	4.68	4.1	1	32	2
1798	2	50	45	4.55	4.68	1	32	2
1798	2	60	45	4.68	7.61	1	32	2
1798	2	45	60	4.68	1.11	1	32	2
1798	2	45	30	3.38	4.68	1	32	2
1798	1	45	50	4.75	4.68	1	32	2
1798	1	30	45	5.33	4.68	1	32	2
1799	1	15	18	1.43	1.3	2	66	2
1799	1	15	12	1.04	1.43	2	66	2
1799	2	10	15	1.43	0.91	2	66	2
1799	2	18	15	1.43	1.5	2	66	2
1799	2	12	15	1.69	1.43	2	66	2
1799	1	15	10	1.43	1.69	2	66	2
1799	1	20	15	0.13	1.43	2	66	2
1799	2	15	20	2.28	1.43	2	66	2
1802	1	12	7	1.17	2.15	1	74	2
1802	1	17	12	0.65	1.17	1	74	2
1802	2	7	12	1.17	0.13	1	74	2
1802	2	12	9	1.04	1.17	1	74	2
1802	2	12	15	1.17	0.78	1	74	2
1802	2	12	17	1.43	1.17	1	74	2
1802	1	15	12	1.17	1.37	1	74	2
1805	1	15	18	1.17	0.91	1	40	2
1805	1	12	15	1.3	1.17	1	40	2
1805	1	15	10	1.17	2.67	1	40	2
1805	2	10	15	1.17	0.2	1	40	2
1805	1	18	15	1.17	1.69	1	40	2
1805	2	20	15	0.91	1.17	1	40	2
1805	1	15	20	1.69	1.17	1	40	2
1806	1	30	20	2.86	4.36	1	42	2
1806	2	35	30	2.86	3.32	1	42	2
1806	2	30	35	2.86	2.21	1	42	2
1806	1	30	40	3.19	2.86	1	42	2
1806	2	20	30	2.86	0.07	1	42	2
1806	1	40	30	1.89	2.86	1	42	2
1806	2	30	25	2.73	2.86	1	42	2
1806	1	25	30	2.93	2.86	1	42	2
1808	1	20	17	1.43	1.95	2	48	2
1808	2	15	20	1.95	1.43	2	48	2
1808	1	20	23	1.5	1.43	2	48	2
1808	1	25	20	1.43	2.93	2	48	2
1808	2	20	25	1.43	0.46	2	48	2
1808	2	17	20	1.43	1.17	2	48	2
1808	1	20	15	1.24	1.43	2	48	2
1809	1	20	25	1.17	0.65	1	67	2
1809	2	23	20	0.85	1.17	1	67	2
1809	2	15	20	1.95	1.17	1	67	2
1809	1	17	20	1.17	1.04	1	67	2
1809	1	20	23	1.37	1.17	1	67	2
1809	2	25	20	1.17	1.37	1	67	2
1809	2	20	17	1.17	1.24	1	67	2
1809	1	20	15	0.13	1.17	1	67	2
1810	2	12	17	0.52	0.13	2	56	2
1810	2	9	12	0.52	0.2	2	56	2
1810	1	17	12	0.52	1.11	2	56	2
1810	1	12	7	0.13	0.52	2	56	2
1810	2	15	12	0.46	0.52	2	56	2
1810	1	12	9	0.52	0.78	2	56	2
1810	2	7	12	0.78	0.52	2	56	2
1840	2	35	40	3.12	2.73	1	56	3
1840	2	35	50	4.42	3.12	1	56	3
1840	1	35	20	3.12	7.35	1	56	3
1840	2	50	35	2.34	3.12	1	56	3
1840	1	30	35	3.25	3.12	1	56	3
1840	1	40	35	3.12	3.64	1	56	3
1840	2	35	30	3.06	3.12	1	56	3
1840	2	20	35	3.12	0.2	1	56	3
1845	1	25	20	2.47	2.73	1	34	2
1845	1	25	28	2.47	2.34	1	34	2
1845	2	22	25	2.67	2.47	1	34	2
1845	1	30	25	1.3	2.47	1	34	2
1845	2	25	30	3.45	2.47	1	34	2
1845	2	20	25	2.47	1.95	1	34	2
1845	1	25	22	2.08	2.47	1	34	2
1847	1	40	45	4.42	4.1	1	60	2
1847	1	40	25	4.42	8.32	1	60	2
1847	1	35	40	4.55	4.42	1	60	2
1847	2	55	40	3.77	4.42	1	60	2
1847	2	45	40	4.42	5.2	1	60	2
1847	2	40	35	4.36	4.42	1	60	2
1847	1	40	55	5.59	4.42	1	60	2
1847	2	25	40	4.42	1.82	1	60	2
1876	1	40	30	2.86	3.32	2	66	2
1876	1	50	40	0.13	2.86	2	66	2
1876	2	30	40	2.86	2.02	2	66	2
1876	1	40	37	2.41	2.86	2	66	2
1876	2	40	50	4.62	2.86	2	66	2
1876	2	43	40	2.86	2.93	2	66	2
1876	2	40	43	2.86	2.8	2	66	2
1876	2	37	40	3.12	2.86	2	66	2
1880	1	70	73	3.9	3.84	2	65	2
1880	1	70	67	3.71	3.9	2	65	2
1880	2	70	100	12.35	3.9	2	65	2
1880	1	73	70	3.9	3.97	2	65	2
1880	1	100	70	0.13	3.9	2	65	2
1880	1	70	40	3.9	6.18	2	65	2
1880	2	40	70	3.9	2.28	2	65	2
1880	2	67	70	4.23	3.9	2	65	2
1892	1	20	17	1.69	1.76	2	62	2
1892	2	20	23	1.95	1.69	2	62	2
1892	2	15	20	2.34	1.69	2	62	2
1892	1	17	20	1.69	1.63	2	62	2
1892	2	20	25	1.69	1.24	2	62	2
1892	1	23	20	1.3	1.69	2	62	2
1892	1	25	20	1.69	1.95	2	62	2
1892	1	20	15	0.59	1.69	2	62	2
1905	2	20	25	1.69	0.52	2	70	2
1905	2	15	20	1.95	1.69	2	70	2
1905	1	20	15	1.17	1.69	2	70	2
1905	1	20	23	1.76	1.69	2	70	2
1905	2	17	20	1.69	1.24	2	70	2
1905	1	20	17	1.69	1.95	2	70	2
1905	1	23	20	1.56	1.69	2	70	2
1905	1	25	20	1.69	2.67	2	70	2
1927	1	12	7	0.91	2.34	2	64	3
1927	1	9	12	0.98	0.91	2	64	3
1927	1	12	15	0.91	0.72	2	64	3
1927	1	12	17	1.3	0.91	2	64	3
1927	1	7	12	0.91	0.07	2	64	3
1927	2	17	12	0.65	0.91	2	64	3
1927	2	15	12	0.91	1.24	2	64	3
1937	1	20	15	1.3	1.82	1	57	2
1937	2	15	20	1.3	1.04	1	57	2
1937	2	20	25	2.6	1.3	1	57	2
1937	2	17	20	1.69	1.3	1	57	2
1937	1	25	20	0.52	1.3	1	57	2
1937	1	20	17	1.11	1.3	1	57	2
1937	1	23	20	1.3	1.43	1	57	2
1937	1	20	23	1.3	1.24	1	57	2
1939	1	20	25	2.6	1.76	1	69	2
1939	1	17	20	2.6	2.41	1	69	2
1939	2	20	15	2.34	2.6	1	69	2
1939	1	15	20	2.99	2.6	1	69	2
1939	1	25	20	2.6	3.71	1	69	2
1939	1	20	23	2.73	2.6	1	69	2
1939	2	20	17	2.6	2.93	1	69	2
1952	1	15	10	1.04	1.5	2	78	2
1952	1	20	15	0.07	1.04	2	78	2
1952	1	15	12	0.78	1.04	2	78	2
1952	2	10	15	1.04	0.85	2	78	2
1952	1	15	18	1.04	0.98	2	78	2
1952	2	15	20	2.93	1.04	2	78	2
1952	2	12	15	1.56	1.04	2	78	2
1952	1	18	15	1.04	1.17	2	78	2
1958	1	35	30	2.67	3.25	1	31	2
1958	2	25	30	3.25	2.99	1	31	2
1958	1	30	27	2.99	3.25	1	31	2
1958	2	30	35	4.68	3.25	1	31	2
1958	2	33	30	3.25	3.32	1	31	2
1958	2	27	30	3.58	3.25	1	31	2
1958	1	30	25	3.25	3.71	1	31	2
1962	1	40	43	4.03	3.77	1	37	3
1962	1	40	30	4.03	6.83	1	37	3
1962	2	50	40	3.58	4.03	1	37	3
1962	2	43	40	4.03	4.42	1	37	3
1962	1	37	40	4.1	4.03	1	37	3
1962	1	40	50	5.01	4.03	1	37	3
1962	1	30	40	4.03	2.28	1	37	3
1962	2	40	37	3.97	4.03	1	37	3
1972	1	35	30	2.41	3.38	1	41	3
1972	2	30	35	4.55	3.38	1	41	3
1972	2	33	30	3.38	3.51	1	41	3
1972	1	25	30	3.38	3.12	1	41	3
1972	2	30	25	3.38	3.84	1	41	3
1972	1	27	30	3.77	3.38	1	41	3
1972	2	30	27	3.12	3.38	1	41	3
1982	1	25	20	1.82	3.45	1	66	2
1982	1	30	25	1.63	1.82	1	66	2
1982	2	20	25	1.82	0.85	1	66	2
1982	2	25	30	2.34	1.82	1	66	2
1982	2	25	28	1.82	1.56	1	66	2
1982	1	28	25	1.82	2.28	1	66	2
1982	1	22	25	1.89	1.82	1	66	2
2031	1	12	7	1.04	1.56	1	63	2
2031	2	7	12	1.04	0.78	1	63	2
2031	2	9	12	1.43	1.04	1	63	2
2031	1	12	9	0.78	1.04	1	63	2
2031	1	17	12	0.2	1.04	1	63	2
2031	1	12	15	1.04	0.98	1	63	2
2031	2	12	17	2.21	1.04	1	63	2
2031	1	15	12	1.04	1.17	1	63	2
2032	2	30	27	2.47	2.54	2	40	2
2032	2	30	40	2.47	2.15	2	40	2
2032	2	27	30	2.47	2.41	2	40	2
2032	1	33	30	2.21	2.47	2	40	2
2032	1	30	20	0.52	2.47	2	40	2
2032	1	40	30	2.47	3.32	2	40	2
2032	2	30	33	2.86	2.47	2	40	2
2032	2	20	30	6.83	2.47	2	40	2
2033	2	45	35	3.51	3.64	2	57	3
2033	1	60	45	3.51	4.16	2	57	3
2033	2	45	60	3.51	2.21	2	57	3
2033	2	35	45	3.51	3.19	2	57	3
2033	1	55	45	2.41	3.51	2	57	3
2033	2	30	45	5.79	3.51	2	57	3
2033	1	45	30	0.13	3.51	2	57	3
2033	2	45	55	4.16	3.51	2	57	3
2048	2	40	37	3.64	3.77	1	69	2
2048	2	25	40	9.36	3.64	1	69	2
2048	2	40	43	4.03	3.64	1	69	2
2048	1	55	40	3.64	5.07	1	69	2
2048	1	40	55	3.64	2.86	1	69	2
2048	1	40	25	1.04	3.64	1	69	2
2048	1	43	40	3.38	3.64	1	69	2
2048	1	37	40	3.64	3.58	1	69	2
2052	1	20	17	1.43	1.76	2	25	3
2052	1	20	23	1.5	1.43	2	25	3
2052	1	25	20	1.43	3.58	2	25	3
2052	2	20	25	1.43	0.46	2	25	3
2052	2	17	20	1.43	1.24	2	25	3
2052	1	20	15	1.17	1.43	2	25	3
2052	2	15	20	1.95	1.43	2	25	3
2069	1	20	17	0.52	0.91	2	73	2
2069	2	23	20	0.46	0.52	2	73	2
2069	2	17	20	0.52	0.33	2	73	2
2069	2	15	20	0.98	0.52	2	73	2
2069	1	20	15	0.26	0.52	2	73	2
2069	1	25	20	0.52	1.95	2	73	2
2069	1	20	23	0.65	0.52	2	73	2
2069	2	20	25	0.52	0.13	2	73	2
2078	1	20	15	1.04	2.15	1	75	2
2078	2	20	23	1.04	0.85	1	75	2
2078	1	17	20	1.11	1.04	1	75	2
2078	2	20	17	0.98	1.04	1	75	2
2078	2	15	20	1.04	0.26	1	75	2
