1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5.38
0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	5.51
1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4.64
0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	5.67
0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	5.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.95
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.78
0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	5.92
1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4.23
0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	5.07
0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	6.21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.83
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5.31
0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	5.92
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.93
0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	5.41
0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	6.03
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13
0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	4.55
0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	5.51
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.64
0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5.07
0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	6.03
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4.83
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5.31
0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	5.69
1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4.93
0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	5.41
0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	5.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3.95
0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	5.12
0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	5.74
1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4.23
0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	5.41
0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	6.03
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.83
0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	4.96
0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	6.11
1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4.93
0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	5.07
0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	6.21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4.13
0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	5.15
0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	5.28
1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4.64
0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	5.67
0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	5.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.71
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5.15
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	5.7
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4.23
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5.67
0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	6.21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54
0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	4.96
0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	5.69
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.64
0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	5.07
0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	5.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64
